distance_km,mode,mode_code,hour_of_day,is_peak,transfers,fare_lkr
39.03,bus,2,2,0,1,253.0
250.84,train,3,9,1,0,1459.0
224.86,bus,2,4,0,0,1143.0
0.48,walk,0,12,0,0,0.0
10.46,tuk,1,19,1,0,1297.0
8.83,tuk,1,5,0,0,1122.0
95.3,taxi,4,23,0,0,15431.0
12.59,tuk,1,3,0,0,1587.0
244.34,bus,2,2,0,0,1314.0
349.1,train,3,23,0,0,1995.0
145.24,taxi,4,2,0,0,21859.0
13.27,tuk,1,17,1,0,1436.0
0.59,walk,0,18,1,0,0.0
8.98,tuk,1,7,1,0,1042.0
1.35,walk,0,1,0,0,0.0
13.29,tuk,1,7,1,0,1696.0
223.22,bus,2,1,0,0,1465.0
65.73,train,3,16,0,0,475.0
195.62,bus,2,21,0,0,1068.0
191.29,bus,2,23,0,0,922.0
19.68,tuk,1,19,1,0,2257.0
319.2,train,3,18,1,0,1688.0
115.51,bus,2,21,0,0,683.0
52.87,train,3,18,1,1,442.0
47.33,train,3,15,0,0,298.0
16.65,tuk,1,23,0,0,2010.0
1.47,walk,0,7,1,0,0.0
14.9,tuk,1,9,1,0,1886.0
185.43,bus,2,21,0,1,1013.0
155.38,train,3,7,1,0,732.0
242.65,bus,2,7,1,0,1329.0
240.75,train,3,3,0,0,1297.0
170.95,bus,2,6,0,1,954.0
15.96,tuk,1,14,0,0,1931.0
9.29,tuk,1,21,0,0,1031.0
166.46,bus,2,3,0,0,1102.0
248.69,bus,2,16,0,1,1663.0
20.93,bus,2,18,1,1,235.0
4.63,tuk,1,21,0,0,614.0
135.9,train,3,18,1,0,771.0
12.33,tuk,1,3,0,0,1311.0
284.3,train,3,11,0,0,1407.0
6.33,tuk,1,22,0,0,862.0
5.25,tuk,1,21,0,0,694.0
198.6,bus,2,14,0,2,1207.0
243.47,bus,2,23,0,0,1592.0
111.75,bus,2,16,0,0,743.0
86.05,bus,2,1,0,0,456.0
20.22,taxi,4,21,0,0,3372.0
77.22,bus,2,4,0,1,588.0
106.31,bus,2,9,1,0,625.0
144.41,bus,2,5,0,0,917.0
0.2,walk,0,17,1,0,0.0
127.44,bus,2,0,0,0,813.0
4.57,tuk,1,15,0,0,636.0
65.16,bus,2,20,0,0,369.0
0.95,walk,0,18,1,0,0.0
90.96,taxi,4,7,1,0,13655.0
190.22,bus,2,21,0,1,1019.0
64.64,train,3,8,1,0,447.0
133.05,bus,2,16,0,2,942.0
0.86,walk,0,12,0,0,0.0
222.55,train,3,1,0,0,1174.0
178.2,bus,2,0,0,1,1126.0
57.7,train,3,4,0,0,405.0
205.54,bus,2,22,0,0,1287.0
54.24,bus,2,22,0,1,368.0
207.28,train,3,9,1,0,1187.0
69.11,bus,2,23,0,0,371.0
12.14,tuk,1,1,0,0,1474.0
54.71,bus,2,23,0,1,425.0
226.12,bus,2,5,0,0,1165.0
28.9,taxi,4,0,0,0,4508.0
201.9,bus,2,18,1,2,1189.0
42.93,bus,2,9,1,1,377.0
54.68,train,3,7,1,0,440.0
10.5,bus,2,18,1,0,119.0
262.63,train,3,7,1,0,1362.0
86.12,bus,2,18,1,0,588.0
16.67,tuk,1,4,0,0,1808.0
302.29,train,3,2,0,0,1474.0
12.97,tuk,1,7,1,0,1499.0
9.71,tuk,1,14,0,0,1218.0
131.96,bus,2,5,0,0,868.0
123.59,train,3,3,0,1,848.0
32.69,train,3,17,1,0,246.0
0.72,tuk,1,11,0,0,234.0
6.33,tuk,1,10,0,0,877.0
94.08,taxi,4,5,0,0,14688.0
2.09,tuk,1,0,0,0,388.0
14.31,tuk,1,1,0,0,1669.0
15.82,tuk,1,16,0,0,1956.0
155.56,bus,2,1,0,1,1092.0
70.1,train,3,5,0,1,520.0
87.03,train,3,21,0,0,598.0
58.77,train,3,8,1,0,390.0
15.99,tuk,1,17,1,0,1867.0
28.95,bus,2,8,1,0,202.0
98.54,bus,2,22,0,0,705.0
12.36,tuk,1,19,1,0,1302.0
11.33,tuk,1,11,0,0,1426.0
15.75,tuk,1,16,0,0,1665.0
18.58,tuk,1,9,1,0,2160.0
219.62,bus,2,22,0,1,1162.0
348.5,train,3,8,1,0,1868.0
0.44,walk,0,20,0,0,0.0
41.49,bus,2,14,0,0,285.0
186.6,train,3,15,0,0,973.0
245.59,train,3,8,1,0,1185.0
68.67,train,3,19,1,0,396.0
79.87,bus,2,17,1,0,446.0
35.63,train,3,19,1,0,322.0
12.21,tuk,1,19,1,0,1576.0
163.92,bus,2,3,0,0,870.0
2.23,tuk,1,21,0,0,350.0
172.02,bus,2,20,0,1,1215.0
169.3,bus,2,5,0,0,1037.0
8.97,tuk,1,23,0,0,1140.0
285.65,train,3,12,0,0,1787.0
11.1,tuk,1,7,1,0,1346.0
14.4,tuk,1,5,0,0,1646.0
17.26,tuk,1,8,1,0,1938.0
146.28,bus,2,0,0,0,1005.0
6.1,tuk,1,16,0,0,838.0
109.35,bus,2,16,0,0,653.0
5.85,tuk,1,16,0,0,731.0
223.3,train,3,13,0,0,1184.0
333.64,train,3,8,1,0,1806.0
95.43,bus,2,17,1,0,512.0
102.98,bus,2,20,0,2,619.0
250.57,train,3,2,0,0,1173.0
68.79,taxi,4,9,1,0,11323.0
161.19,bus,2,23,0,0,803.0
72.85,train,3,20,0,0,495.0
201.33,train,3,23,0,0,906.0
219.04,train,3,4,0,1,1369.0
169.02,bus,2,11,0,0,1017.0
0.6,walk,0,3,0,0,0.0
1.63,walk,0,20,0,0,0.0
249.15,bus,2,12,0,1,1652.0
171.04,bus,2,5,0,0,975.0
61.66,bus,2,2,0,0,449.0
198.28,bus,2,17,1,1,1199.0
32.74,bus,2,19,1,0,269.0
54.83,train,3,21,0,0,434.0
10.09,tuk,1,23,0,0,1180.0
7.55,tuk,1,19,1,0,887.0
320.86,train,3,18,1,0,1944.0
293.47,train,3,19,1,0,1392.0
24.63,taxi,4,23,0,0,4350.0
157.46,train,3,11,0,1,1012.0
72.6,train,3,18,1,0,486.0
4.31,tuk,1,19,1,0,613.0
128.39,bus,2,2,0,0,880.0
3.5,tuk,1,16,0,0,544.0
222.24,bus,2,8,1,0,1384.0
130.43,train,3,3,0,0,706.0
13.13,tuk,1,4,0,0,1490.0
234.45,bus,2,2,0,0,1347.0
13.65,tuk,1,21,0,0,1355.0
2.5,tuk,1,18,1,0,468.0
1.79,tuk,1,2,0,0,325.0
1.91,walk,0,15,0,0,0.0
268.08,train,3,15,0,0,1712.0
130.91,bus,2,12,0,0,852.0
299.14,train,3,14,0,0,1602.0
106.67,bus,2,21,0,1,734.0
15.5,tuk,1,12,0,0,1653.0
4.54,tuk,1,15,0,0,577.0
285.68,train,3,13,0,0,1535.0
15.87,tuk,1,9,1,0,1979.0
341.29,train,3,21,0,0,1727.0
3.56,tuk,1,9,1,0,600.0
219.61,bus,2,19,1,0,1493.0
248.36,train,3,14,0,0,1540.0
0.97,tuk,1,16,0,0,242.0
16.46,tuk,1,18,1,0,1786.0
145.91,taxi,4,17,1,0,23568.0
5.71,tuk,1,13,0,0,794.0
244.41,bus,2,14,0,0,1628.0
182.78,bus,2,12,0,0,1019.0
5.27,tuk,1,8,1,0,685.0
98.13,train,3,17,1,0,661.0
96.07,train,3,21,0,0,682.0
240.13,bus,2,16,0,0,1383.0
335.04,train,3,18,1,0,1706.0
7.66,tuk,1,19,1,0,1015.0
0.57,walk,0,8,1,0,0.0
179.33,bus,2,1,0,0,1000.0
110.82,taxi,4,8,1,0,17437.0
0.84,walk,0,18,1,0,0.0
13.96,tuk,1,19,1,0,1499.0
147.86,bus,2,12,0,0,864.0
119.23,train,3,18,1,0,767.0
1.65,walk,0,1,0,0,0.0
72.71,bus,2,15,0,2,573.0
116.67,train,3,16,0,1,891.0
18.85,bus,2,12,0,0,172.0
3.48,tuk,1,17,1,0,512.0
7.94,tuk,1,11,0,0,919.0
240.23,bus,2,12,0,1,1541.0
174.11,bus,2,14,0,0,1010.0
105.71,train,3,19,1,0,661.0
97.17,bus,2,5,0,1,563.0
126.76,bus,2,7,1,0,769.0
100.06,taxi,4,10,0,0,13600.0
199.4,bus,2,4,0,0,1208.0
64.21,bus,2,8,1,1,545.0
272.55,train,3,8,1,0,1594.0
9.06,tuk,1,7,1,0,1077.0
150.08,train,3,9,1,0,736.0
106.53,train,3,12,0,0,600.0
1.32,walk,0,16,0,0,0.0
235.37,bus,2,7,1,0,1555.0
17.37,tuk,1,20,0,0,2153.0
11.61,tuk,1,11,0,0,1451.0
151.33,bus,2,17,1,2,1070.0
3.95,tuk,1,2,0,0,559.0
205.53,train,3,4,0,1,1379.0
284.06,train,3,10,0,0,1747.0
150.33,train,3,8,1,0,1018.0
18.97,tuk,1,11,0,0,2058.0
14.18,tuk,1,3,0,0,1477.0
11.28,tuk,1,11,0,0,1365.0
15.66,tuk,1,16,0,0,1886.0
221.39,train,3,17,1,0,1194.0
205.25,bus,2,5,0,0,1147.0
11.64,tuk,1,8,1,0,1332.0
67.14,train,3,12,0,0,466.0
19.35,bus,2,12,0,1,246.0
1.58,walk,0,19,1,0,0.0
4.21,tuk,1,9,1,0,601.0
151.55,bus,2,16,0,0,1007.0
310.55,train,3,21,0,0,1987.0
4.85,tuk,1,7,1,0,707.0
44.02,train,3,19,1,0,308.0
236.78,train,3,7,1,0,1252.0
300.4,train,3,8,1,1,1979.0
6.85,tuk,1,15,0,0,848.0
1.85,walk,0,14,0,0,0.0
88.19,train,3,13,0,0,471.0
18.93,tuk,1,5,0,0,2130.0
7.38,bus,2,2,0,0,107.0
125.16,train,3,21,0,0,724.0
9.27,tuk,1,20,0,0,1177.0
252.3,train,3,21,0,0,1633.0
168.37,train,3,12,0,0,1018.0
82.84,train,3,21,0,0,568.0
211.95,bus,2,11,0,0,1393.0
310.61,train,3,1,0,2,1971.0
47.66,bus,2,4,0,0,335.0
264.49,train,3,6,0,0,1270.0
48.54,train,3,9,1,0,381.0
215.49,train,3,22,0,1,1431.0
7.61,tuk,1,7,1,0,890.0
19.17,tuk,1,14,0,0,2190.0
5.92,tuk,1,6,0,0,814.0
70.42,bus,2,15,0,2,536.0
48.68,bus,2,13,0,1,411.0
155.91,bus,2,3,0,1,976.0
173.94,bus,2,11,0,1,1044.0
120.26,train,3,2,0,0,654.0
222.26,train,3,21,0,0,984.0
8.87,tuk,1,16,0,0,1151.0
158.22,train,3,22,0,0,875.0
88.76,bus,2,21,0,0,613.0
216.31,bus,2,5,0,0,1282.0
18.69,tuk,1,16,0,0,2189.0
337.95,train,3,2,0,0,1575.0
145.33,taxi,4,23,0,0,21886.0
275.09,train,3,18,1,1,1842.0
229.04,train,3,16,0,0,1129.0
67.9,taxi,4,23,0,0,9917.0
226.8,bus,2,20,0,0,1248.0
29.67,bus,2,20,0,0,223.0
86.83,bus,2,2,0,0,536.0
134.55,taxi,4,0,0,0,20939.0
1.35,walk,0,23,0,0,0.0
37.4,bus,2,6,0,0,254.0
315.85,train,3,10,0,0,1977.0
12.83,tuk,1,1,0,0,1446.0
131.73,train,3,14,0,0,811.0
151.86,bus,2,19,1,1,920.0
138.77,taxi,4,20,0,0,20893.0
330.59,train,3,13,0,0,1520.0
7.11,tuk,1,15,0,0,927.0
308.99,train,3,12,0,0,1479.0
7.75,tuk,1,10,0,0,952.0
163.02,bus,2,13,0,0,955.0
177.43,bus,2,22,0,0,1128.0
320.33,train,3,6,0,0,1902.0
0.6,walk,0,11,0,0,0.0
5.71,tuk,1,14,0,0,767.0
238.14,train,3,13,0,0,1205.0
167.69,bus,2,0,0,0,884.0
84.96,bus,2,6,0,0,428.0
1.61,walk,0,15,0,0,0.0
9.28,tuk,1,16,0,0,1173.0
172.36,train,3,17,1,0,1115.0
1.05,walk,0,23,0,0,0.0
170.84,bus,2,16,0,0,959.0
271.51,train,3,13,0,0,1707.0
1.32,walk,0,7,1,0,0.0
349.71,train,3,8,1,0,2100.0
18.6,tuk,1,19,1,0,2077.0
223.16,train,3,11,0,0,1057.0
324.52,train,3,17,1,1,1943.0
200.08,train,3,2,0,0,959.0
12.58,tuk,1,3,0,0,1388.0
52.39,bus,2,5,0,1,423.0
311.1,train,3,4,0,0,1451.0
11.87,tuk,1,14,0,0,1292.0
12.46,tuk,1,15,0,0,1374.0
1.91,walk,0,13,0,0,0.0
117.9,taxi,4,6,0,0,18646.0
216.15,train,3,13,0,1,1270.0
14.24,bus,2,2,0,0,103.0
156.76,train,3,11,0,1,1046.0
210.68,bus,2,3,0,0,1202.0
249.55,bus,2,1,0,1,1501.0
40.38,bus,2,3,0,0,353.0
64.06,bus,2,2,0,0,370.0
1.96,tuk,1,11,0,0,325.0
275.44,train,3,13,0,0,1564.0
117.88,train,3,14,0,0,714.0
18.57,tuk,1,10,0,0,2274.0
229.29,bus,2,4,0,0,1195.0
10.7,tuk,1,0,0,0,1338.0
131.07,taxi,4,17,1,0,19822.0
312.44,train,3,23,0,1,1782.0
341.99,train,3,6,0,0,1709.0
16.44,tuk,1,4,0,0,1629.0
14.38,tuk,1,7,1,0,1626.0
12.41,tuk,1,5,0,0,1408.0
1.52,walk,0,5,0,0,0.0
19.73,tuk,1,11,0,0,2020.0
1.15,walk,0,18,1,0,0.0
108.31,taxi,4,17,1,0,16226.0
0.19,walk,0,23,0,0,0.0
16.85,tuk,1,8,1,0,2032.0
231.14,train,3,11,0,0,1189.0
162.4,bus,2,9,1,1,1083.0
324.07,train,3,1,0,0,2019.0
151.58,bus,2,9,1,0,898.0
52.34,train,3,6,0,2,509.0
163.27,bus,2,11,0,0,970.0
123.26,bus,2,3,0,0,696.0
169.09,train,3,17,1,0,962.0
26.65,bus,2,20,0,0,194.0
17.35,tuk,1,23,0,0,2074.0
181.54,bus,2,2,0,0,966.0
15.43,tuk,1,2,0,0,1878.0
43.47,train,3,23,0,0,342.0
4.04,tuk,1,20,0,0,581.0
11.11,tuk,1,14,0,0,1414.0
11.98,tuk,1,7,1,0,1275.0
23.9,train,3,12,0,0,240.0
4.0,tuk,1,12,0,0,587.0
50.33,bus,2,20,0,0,301.0
26.4,train,3,12,0,0,236.0
1.26,walk,0,0,0,0,0.0
69.84,train,3,16,0,0,422.0
10.09,tuk,1,18,1,0,1249.0
3.18,tuk,1,7,1,0,513.0
72.16,bus,2,2,0,1,473.0
221.62,train,3,3,0,0,1244.0
16.45,tuk,1,20,0,0,1762.0
239.55,bus,2,10,0,1,1329.0
17.66,tuk,1,12,0,0,2154.0
72.55,bus,2,23,0,1,480.0
136.13,bus,2,1,0,0,730.0
23.67,bus,2,4,0,0,171.0
178.59,bus,2,19,1,0,1163.0
15.44,tuk,1,12,0,0,1621.0
6.36,bus,2,0,0,0,90.0
32.48,bus,2,16,0,0,300.0
141.7,bus,2,3,0,1,1027.0
0.89,walk,0,18,1,0,0.0
164.19,bus,2,19,1,0,1022.0
19.21,bus,2,19,1,0,169.0
1.49,walk,0,11,0,0,0.0
10.59,tuk,1,6,0,0,1095.0
6.62,bus,2,21,0,1,141.0
47.57,train,3,13,0,0,417.0
7.43,tuk,1,15,0,0,811.0
142.31,train,3,3,0,1,1010.0
29.08,bus,2,14,0,0,250.0
307.49,train,3,13,0,0,1634.0
85.37,bus,2,7,1,0,450.0
87.06,bus,2,18,1,0,486.0
112.92,bus,2,3,0,0,712.0
244.56,train,3,17,1,0,1454.0
57.15,bus,2,23,0,0,329.0
80.6,bus,2,13,0,0,423.0
5.74,bus,2,2,0,0,73.0
306.13,train,3,13,0,0,1759.0
1.03,walk,0,12,0,0,0.0
29.33,bus,2,13,0,1,260.0
31.12,bus,2,6,0,1,306.0
300.21,train,3,15,0,0,1555.0
212.26,bus,2,6,0,0,1042.0
14.87,bus,2,13,0,0,159.0
59.15,taxi,4,14,0,0,8811.0
164.78,bus,2,15,0,0,1012.0
8.44,tuk,1,19,1,0,1070.0
1.1,tuk,1,21,0,0,251.0
0.57,walk,0,18,1,0,0.0
1.65,walk,0,19,1,0,0.0
119.39,bus,2,20,0,0,717.0
50.19,train,3,5,0,0,416.0
153.96,train,3,7,1,0,992.0
1.81,walk,0,12,0,0,0.0
11.59,bus,2,11,0,0,122.0
11.54,tuk,1,16,0,0,1458.0
74.74,train,3,0,0,0,439.0
16.34,tuk,1,3,0,0,1798.0
177.85,bus,2,17,1,0,1088.0
3.82,tuk,1,19,1,0,554.0
74.43,bus,2,7,1,0,379.0
136.51,bus,2,7,1,1,827.0
337.1,train,3,13,0,0,1763.0
2.23,tuk,1,11,0,0,377.0
204.6,train,3,4,0,1,1018.0
232.61,bus,2,12,0,0,1537.0
130.27,train,3,19,1,0,903.0
75.81,train,3,17,1,0,579.0
21.42,taxi,4,19,1,0,3590.0
7.28,tuk,1,15,0,0,829.0
16.23,tuk,1,21,0,0,1796.0
6.6,tuk,1,5,0,0,894.0
9.11,tuk,1,1,0,0,1013.0
204.6,bus,2,2,0,1,1392.0
130.33,taxi,4,23,0,0,17534.0
128.98,taxi,4,15,0,0,20754.0
169.12,bus,2,5,0,1,939.0
166.87,bus,2,20,0,0,970.0
86.88,train,3,7,1,1,665.0
146.21,train,3,14,0,1,1030.0
10.48,tuk,1,5,0,0,1249.0
27.94,bus,2,2,0,0,268.0
298.58,train,3,6,0,0,1853.0
16.14,tuk,1,5,0,0,1934.0
32.88,bus,2,13,0,0,278.0
77.94,taxi,4,0,0,0,12119.0
122.77,taxi,4,5,0,0,16627.0
21.89,train,3,13,0,1,300.0
224.55,train,3,9,1,0,1293.0
7.65,tuk,1,15,0,0,952.0
15.33,tuk,1,15,0,0,1664.0
40.95,bus,2,23,0,1,346.0
161.15,bus,2,20,0,0,1018.0
179.38,bus,2,5,0,0,958.0
100.65,bus,2,16,0,1,636.0
117.86,bus,2,15,0,0,774.0
138.0,train,3,14,0,2,859.0
1.78,tuk,1,19,1,0,362.0
8.66,tuk,1,3,0,0,1006.0
3.33,tuk,1,9,1,0,524.0
11.55,tuk,1,19,1,0,1467.0
73.69,train,3,21,0,0,446.0
127.69,bus,2,0,0,0,646.0
11.43,tuk,1,11,0,0,1463.0
165.64,train,3,6,0,0,1055.0
81.31,bus,2,4,0,1,605.0
0.51,walk,0,1,0,0,0.0
12.19,tuk,1,12,0,0,1498.0
7.4,tuk,1,16,0,0,930.0
33.96,bus,2,12,0,0,248.0
4.31,tuk,1,8,1,0,595.0
0.31,walk,0,18,1,0,0.0
1.37,walk,0,15,0,0,0.0
103.17,bus,2,21,0,0,705.0
1.8,walk,0,8,1,0,0.0
105.0,train,3,5,0,0,601.0
16.15,tuk,1,10,0,0,1929.0
244.58,bus,2,12,0,0,1523.0
48.18,bus,2,10,0,0,292.0
150.33,bus,2,19,1,1,830.0
1.22,walk,0,1,0,0,0.0
47.88,train,3,12,0,0,411.0
238.78,train,3,10,0,0,1245.0
1.53,walk,0,5,0,0,0.0
5.16,tuk,1,15,0,0,691.0
106.93,train,3,19,1,0,704.0
127.75,bus,2,13,0,0,814.0
11.07,tuk,1,2,0,0,1248.0
15.03,tuk,1,1,0,0,1550.0
165.48,bus,2,10,0,1,1004.0
320.69,train,3,16,0,0,1886.0
152.95,bus,2,7,1,1,1080.0
144.64,taxi,4,7,1,0,22903.0
147.48,bus,2,20,0,0,791.0
1.88,tuk,1,0,0,0,369.0
53.43,bus,2,1,0,0,432.0
68.92,bus,2,3,0,0,423.0
1.03,tuk,1,23,0,0,230.0
1.53,walk,0,11,0,0,0.0
21.41,bus,2,3,0,0,185.0
281.08,train,3,7,1,1,1821.0
1.9,walk,0,23,0,0,0.0
204.67,bus,2,16,0,0,1342.0
195.39,bus,2,5,0,0,1010.0
130.42,bus,2,5,0,1,736.0
41.32,train,3,1,0,2,423.0
97.66,train,3,18,1,0,584.0
228.82,train,3,3,0,0,1394.0
14.86,tuk,1,6,0,0,1632.0
184.76,bus,2,8,1,0,911.0
153.91,bus,2,14,0,0,1006.0
5.87,tuk,1,14,0,0,705.0
0.6,walk,0,19,1,0,0.0
16.94,tuk,1,7,1,0,1993.0
143.59,bus,2,9,1,0,852.0
225.41,bus,2,9,1,0,1497.0
3.73,tuk,1,1,0,0,509.0
157.11,train,3,17,1,0,833.0
208.94,train,3,12,0,1,1093.0
0.6,tuk,1,11,0,0,204.0
112.23,train,3,23,0,1,791.0
1.4,walk,0,4,0,0,0.0
315.6,train,3,23,0,1,1656.0
131.92,taxi,4,16,0,0,17848.0
0.72,walk,0,5,0,0,0.0
262.52,train,3,16,0,0,1222.0
44.96,taxi,4,18,1,0,7665.0
50.43,train,3,8,1,0,344.0
22.96,taxi,4,8,1,0,3910.0
214.21,bus,2,20,0,0,1389.0
0.6,walk,0,3,0,0,0.0
336.95,train,3,0,0,0,1699.0
173.32,bus,2,15,0,0,928.0
92.86,bus,2,21,0,0,640.0
188.27,bus,2,12,0,0,1034.0
85.98,bus,2,3,0,0,479.0
0.79,tuk,1,12,0,0,229.0
309.94,train,3,6,0,0,1805.0
1.36,walk,0,19,1,0,0.0
326.31,train,3,14,0,1,1716.0
184.14,train,3,8,1,1,1072.0
176.57,bus,2,14,0,0,990.0
122.41,bus,2,16,0,1,737.0
17.79,tuk,1,16,0,0,1825.0
142.46,taxi,4,8,1,0,22429.0
134.81,train,3,13,0,0,823.0
18.27,bus,2,1,0,1,221.0
2.99,tuk,1,9,1,0,445.0
8.33,tuk,1,9,1,0,1066.0
133.5,bus,2,12,0,0,897.0
115.87,train,3,22,0,0,694.0
48.71,train,3,22,0,1,441.0
17.98,tuk,1,11,0,0,2097.0
314.98,train,3,15,0,0,1763.0
79.3,bus,2,2,0,0,479.0
154.57,train,3,11,0,2,1110.0
13.92,tuk,1,16,0,0,1457.0
25.99,bus,2,16,0,0,207.0
104.99,train,3,23,0,0,588.0
2.22,tuk,1,11,0,0,377.0
36.16,bus,2,21,0,0,267.0
78.85,taxi,4,23,0,0,11436.0
18.91,tuk,1,13,0,0,1910.0
1.57,walk,0,2,0,0,0.0
31.13,bus,2,9,1,0,202.0
7.68,tuk,1,18,1,0,961.0
1.13,walk,0,13,0,0,0.0
201.63,bus,2,22,0,0,1088.0
250.18,train,3,19,1,0,1406.0
13.78,tuk,1,1,0,0,1552.0
5.35,tuk,1,20,0,0,657.0
35.35,train,3,8,1,1,429.0
206.15,bus,2,19,1,1,1188.0
99.05,train,3,12,0,1,726.0
80.59,bus,2,10,0,2,619.0
16.1,taxi,4,1,0,0,2667.0
31.54,bus,2,2,0,1,270.0
3.17,tuk,1,14,0,0,490.0
15.95,train,3,13,0,0,192.0
13.68,bus,2,13,0,0,144.0
4.71,tuk,1,3,0,0,659.0
11.36,tuk,1,12,0,0,1319.0
132.47,bus,2,1,0,0,693.0
1.07,walk,0,3,0,0,0.0
1.12,tuk,1,11,0,0,268.0
19.14,tuk,1,14,0,0,1989.0
79.68,bus,2,15,0,1,482.0
14.31,bus,2,23,0,0,132.0
84.62,bus,2,20,0,0,466.0
15.21,tuk,1,9,1,0,1911.0
0.57,walk,0,18,1,0,0.0
110.48,bus,2,2,0,0,605.0
5.96,bus,2,20,0,1,135.0
153.1,bus,2,9,1,0,1014.0
6.71,tuk,1,18,1,0,807.0
0.53,walk,0,23,0,0,0.0
15.73,tuk,1,16,0,0,1829.0
242.05,bus,2,22,0,0,1469.0
200.83,bus,2,0,0,0,1099.0
290.2,train,3,4,0,0,1588.0
45.45,bus,2,15,0,1,381.0
164.17,bus,2,12,0,0,1043.0
73.79,bus,2,2,0,1,462.0
0.26,walk,0,17,1,0,0.0
44.37,bus,2,1,0,0,349.0
19.54,tuk,1,23,0,0,1896.0
33.5,bus,2,3,0,1,317.0
12.79,tuk,1,10,0,0,1351.0
341.98,train,3,19,1,0,2120.0
159.36,train,3,12,0,0,826.0
1.67,walk,0,17,1,0,0.0
123.43,bus,2,16,0,0,613.0
266.85,train,3,22,0,1,1420.0
18.55,tuk,1,11,0,0,2288.0
195.64,train,3,23,0,0,1227.0
89.73,bus,2,12,0,2,651.0
194.73,train,3,21,0,0,941.0
82.17,taxi,4,17,1,0,12989.0
0.78,walk,0,3,0,0,0.0
17.53,bus,2,15,0,1,219.0
70.01,bus,2,21,0,0,451.0
6.32,tuk,1,3,0,0,878.0
10.46,tuk,1,20,0,0,1197.0
5.85,taxi,4,2,0,0,1429.0
1.47,walk,0,20,0,0,0.0
239.87,bus,2,18,1,0,1219.0
298.67,train,3,3,0,0,1689.0
0.88,tuk,1,17,1,0,242.0
57.75,bus,2,2,0,0,432.0
74.63,taxi,4,13,0,0,11942.0
222.7,bus,2,22,0,1,1286.0
1.38,tuk,1,4,0,0,299.0
1.84,walk,0,4,0,0,0.0
255.59,train,3,10,0,0,1667.0
16.24,tuk,1,8,1,0,1983.0
18.4,bus,2,1,0,0,152.0
1.95,walk,0,10,0,0,0.0
27.81,bus,2,6,0,1,253.0
258.81,train,3,2,0,0,1418.0
95.07,bus,2,6,0,0,629.0
21.02,taxi,4,0,0,0,3759.0
18.74,tuk,1,21,0,0,2123.0
184.92,bus,2,23,0,0,1271.0
193.51,train,3,8,1,0,907.0
85.65,bus,2,21,0,0,585.0
7.31,tuk,1,11,0,0,837.0
156.57,train,3,21,0,1,1072.0
177.02,bus,2,4,0,2,1269.0
242.97,bus,2,6,0,0,1382.0
62.29,taxi,4,17,1,0,10428.0
19.04,tuk,1,5,0,0,1903.0
19.33,tuk,1,19,1,0,2241.0
1.98,walk,0,10,0,0,0.0
162.25,bus,2,9,1,1,955.0
16.57,tuk,1,10,0,0,1937.0
233.23,bus,2,19,1,0,1193.0
12.79,tuk,1,0,0,0,1406.0
194.98,bus,2,18,1,1,1025.0
10.07,tuk,1,18,1,0,1108.0
210.91,bus,2,19,1,1,1063.0
3.75,tuk,1,23,0,0,538.0
330.89,train,3,18,1,0,1855.0
19.49,bus,2,12,0,1,197.0
5.45,bus,2,11,0,1,113.0
304.03,train,3,9,1,1,1642.0
160.74,bus,2,19,1,0,1064.0
0.54,tuk,1,9,1,0,251.0
260.58,train,3,13,0,0,1487.0
14.18,tuk,1,2,0,0,1489.0
0.12,walk,0,7,1,0,0.0
74.07,bus,2,6,0,0,472.0
11.58,tuk,1,10,0,0,1266.0
17.82,tuk,1,12,0,0,2068.0
109.3,train,3,17,1,0,670.0
19.51,tuk,1,10,0,0,2088.0
202.25,train,3,3,0,0,1136.0
247.99,train,3,13,0,0,1369.0
119.81,bus,2,1,0,1,865.0
84.71,train,3,20,0,0,464.0
257.4,train,3,18,1,0,1338.0
145.32,taxi,4,5,0,0,19840.0
9.9,tuk,1,6,0,0,1168.0
7.15,tuk,1,0,0,0,917.0
166.89,bus,2,8,1,0,859.0
240.06,bus,2,0,0,1,1450.0
7.37,tuk,1,22,0,0,880.0
60.73,bus,2,3,0,0,333.0
1.44,walk,0,15,0,0,0.0
348.57,train,3,13,0,0,2181.0
19.28,tuk,1,5,0,0,2358.0
2.0,walk,0,19,1,0,0.0
12.7,tuk,1,2,0,0,1444.0
16.7,tuk,1,21,0,0,1712.0
5.58,tuk,1,17,1,0,811.0
0.68,walk,0,15,0,0,0.0
10.62,tuk,1,21,0,0,1113.0
10.08,tuk,1,9,1,0,1129.0
200.53,bus,2,6,0,0,1098.0
194.28,bus,2,3,0,1,1388.0
8.76,tuk,1,22,0,0,1157.0
14.93,tuk,1,9,1,0,1820.0
1.06,walk,0,19,1,0,0.0
0.46,walk,0,7,1,0,0.0
12.11,tuk,1,22,0,0,1337.0
332.66,train,3,20,0,0,1644.0
10.87,taxi,4,7,1,0,2134.0
122.28,train,3,11,0,0,640.0
29.98,bus,2,19,1,0,215.0
216.04,bus,2,5,0,1,1220.0
13.12,tuk,1,0,0,0,1426.0
341.57,train,3,6,0,0,2107.0
146.8,train,3,14,0,0,955.0
173.73,train,3,3,0,0,1014.0
65.9,train,3,8,1,0,537.0
135.0,bus,2,22,0,1,733.0
83.38,train,3,1,0,2,774.0
